table_catalog,table_schema,table_name,table_type,table_description
dev_silicon,ml_platform,20260305154940_e2e_de1658ca_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260305161944_e2e_a9953d62_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260305163850_e2e_a9953d62_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260305163858_e2e_8f7749cc_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260305171100_e2e_d27d65ca_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260305172902_e2e_d1554cfb_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260305174202_e2e_b34cdf36_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260305193356_e2e_86477d83_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260305201638_e2e_44d30046_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260305211709_e2e_e22259e9_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260305213708_e2e_c9f2bb9b_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260306092125_e2e_05c0349e_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260306092939_e2e_7bf64332_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260306100351_e2e_bad9f1cb_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260306102919_e2e_704955d8_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260306104305_e2e_4a835e45_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260306112400_e2e_7c227a03_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260306113927_e2e_2cb32cfe_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260306120052_e2e_5203922b_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260306123249_e2e_699fc10d_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260306123917_e2e_c0a0aec3_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260306130115_e2e_5dfba623_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260306134214_e2e_4f3ff36d_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260306134535_e2e_0c39dd81_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260306134845_e2e_3b76b318_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260330104604_e2e_d68ae095_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260330104941_e2e_c58110f3_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260330130758_e2e_511d9ce1_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260330131339_e2e_acd7dace_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260403093446_e2e_6fa60733_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260403094056_e2e_02fb1d59_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260403094304_e2e_3fee2223_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260403094858_e2e_5585b85f_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260403095551_e2e_a9976369_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260403095752_e2e_a92ae131_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260403101500_e2e_ba14d05e_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260406110358_e2e_dc62a62e_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260406110930_e2e_d23df3a7_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260413135142_e2e_6246838d_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260415150355_e2e_10589e5a_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260521132651_e2e_cb4f9a95_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260525135922_e2e_2f36007e_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260525140306_e2e_0b446e32_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260525141235_e2e_bc778b88_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260525142255_e2e_85be15f6_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,20260615153536_e2e_2cfb1fb6_lifecycle_payload,MANAGED,
dev_silicon,ml_platform,training_dataset_manifest,MANAGED,
dev_silicon,observability,ad_quality_score_predictions,MANAGED,
dev_silicon,observability,ad_quality_score_transformed_actuals,MANAGED,
dev_silicon,observability,ads_available_impressions_predictions,MANAGED,
dev_silicon,observability,ads_click_score_predictions,MANAGED,
dev_silicon,observability,ads_click_score_transformed_actuals,MANAGED,
dev_silicon,observability,ads_cvr_redirect_generic_predictions,MANAGED,
dev_silicon,observability,ads_cvr_redirect_predictions,MANAGED,
dev_silicon,observability,ads_cvr_redirect_transformed_actuals,MANAGED,
dev_silicon,observability,build_a_model_test_set,MANAGED,
dev_silicon,observability,build_a_model_training_set,MANAGED,
dev_silicon,observability,build_a_model_validation_set,MANAGED,
dev_silicon,observability,business_performance_redirect_transformed_actuals,MANAGED,
dev_silicon,observability,business_performance_revenue_transformed_actuals,MANAGED,
dev_silicon,observability,business_performance_session_transformed_actuals,MANAGED,
dev_silicon,observability,car_hire_ranking_actuals,MANAGED,
dev_silicon,observability,car_hire_ranking_predictions,MANAGED,
dev_silicon,observability,cpp_predictions,MANAGED,
dev_silicon,observability,dayview_praas_generic_predictions,MANAGED,
dev_silicon,observability,dayview_praas_predictions,MANAGED,
dev_silicon,observability,dest_rec_city_in_country_predictions,MANAGED,
dev_silicon,observability,dest_rec_city_predictions,MANAGED,
dev_silicon,observability,dest_rec_country_predictions,MANAGED,
dev_silicon,observability,flights_ranking_actuals,MANAGED,
dev_silicon,observability,flights_ranking_haumea_v5_predictions,MANAGED,
dev_silicon,observability,flights_ranking_mimir_v1_predictions,MANAGED,
dev_silicon,observability,flights_ranking_mimir_v1_transformed_actuals,MANAGED,
dev_silicon,observability,flights_ranking_minotaur_v1_predictions,MANAGED,
dev_silicon,observability,flights_ranking_predictions,MANAGED,
dev_silicon,observability,flights_ranking_transformed_actuals,MANAGED,
dev_silicon,observability,flights_redirect_sem_value_predictions_actuals,MANAGED,
dev_silicon,observability,hops_predictions,MANAGED,
dev_silicon,observability,hops_transformed_actuals,MANAGED,
dev_silicon,observability,hotel_price_accuracy_generic_predictions,MANAGED,
dev_silicon,observability,hotel_price_accuracy_predictions,MANAGED,
dev_silicon,observability,hotel_redirect_sem_value_predictions_actuals,MANAGED,
dev_silicon,observability,quote_accuracy_model_predictions_actuals,MANAGED,
dev_silicon,observability,spp_oneway_predictions_actuals,MANAGED,
dev_silicon,observability,spp_return_predictions_actuals,MANAGED,
dev_silicon,observability,stop_early_classifier_v2_predictions,MANAGED,
dev_silicon,observability,stop_early_generic_predictions,MANAGED,
dev_silicon,observability,unified_quote_cache_ml_v2_car_predictions_actuals,MANAGED,
dev_silicon,observability,unified_quote_cache_ml_v2_car_predictions_actuals_v3,MANAGED,
dev_silicon,observability,unified_quote_cache_ml_v2_flight_predictions_actuals,MANAGED,
dev_silicon,observability,unified_quote_cache_ml_v2_hotel_predictions_actuals,MANAGED,
dev_silicon,polymorph,city_vibes,MANAGED,
dev_silicon,polymorph,demo_destination_image_embeddings,MANAGED,
dev_silicon,polymorph,destination_images,FOREIGN,Managed Vector Index with Delta Sync
dev_silicon,polymorph,hotel_images_clip_scores,MANAGED,
dev_silicon,polymorph,lcm_price_advice,MANAGED,Created by the file upload UI
dev_silicon,polymorph,lcm_price_advice_2024_09_23_1,MANAGED,Created by the file upload UI
dev_silicon,polymorph,overall_relevant_city_recommendations,MANAGED,
dev_silicon,premium_products,all_key_itineraries_summary,MANAGED,
dev_silicon,premium_products,luc_organic_key_itineraries_summary,MANAGED,
dev_silicon,premium_products,luc_search_context,MANAGED,
dev_silicon,premium_products,multi_cabin_sessions_cohorts,MANAGED,
dev_silicon,premium_products,multi_mixed_cheapest_quote,MANAGED,
dev_silicon,premium_products,multi_mixed_itinerary_details,MANAGED,
dev_silicon,premium_products,multi_mixed_itinerary_summary,MANAGED,
dev_silicon,premium_products,multi_mixed_quote_details,MANAGED,
dev_silicon,premium_products,multi_mixed_search_raw_table,MANAGED,
dev_silicon,premium_products,user_intent_routes,MANAGED,
dev_silicon,premium_products,user_intent_search_level,MANAGED,
dev_silicon,price_advice,best_time_to_book_data,MANAGED,
dev_silicon,price_advice,flights_intermediate_route_level,MANAGED,"Intermediate table for aggregated flight prices, used by flights price bands

**Granularity**: One row per origin, destination, market, search date, departure date and return date

**Data contract**: 

**Data pipeline**: 

**Data pipeline (Github)**: https://github.com/Skyscanner/flights-price-bands

**SLO**: "
dev_silicon,price_advice,hotels_destination_challenger_price_bands,MANAGED,"Hotels destination-level challenger model price bands

**Granularity**: price bands information per destination per month

**Data contract**: 

**Data pipeline**: Databricks workflow staging_hotels_price_bands

**Data pipeline (Github)**: 

**SLO**: "
dev_silicon,price_advice,hotels_destination_price_bands,MANAGED,"Hotels destination-level price bands

**Granularity**: price bands information per destination per month

**Data contract**: 

**Data pipeline**: Databricks workflow staging_hotels_price_bands

**Data pipeline (Github)**: 

**SLO**: "
dev_silicon,price_advice,hotels_districts_mapping,MANAGED,"Districts to hotels mapping

**Granularity**: District level

**Data contract**: 

**Data pipeline**: Databricks workflow staging_hotels_price_bands

**Data pipeline (Github)**: 

**SLO**: "
dev_silicon,price_advice,hotels_enriched_dataset,MANAGED,"enriched dataset for median prices per destination per search-checkin date, enriched with additional features

**Granularity**: prices per destination, i.e entity_id

**Data contract**: 

**Data pipeline**: Databricks workflow staging_hotels_price_bands

**Data pipeline (Github)**: 

**SLO**: "
dev_silicon,price_advice,hotels_hotel_challenger_price_bands,MANAGED,"Hotel-level challenger price bands

**Granularity**: price bands information per hotel per month

**Data contract**: 

**Data pipeline**: Databricks workflow staging_hotels_price_bands

**Data pipeline (Github)**: 

**SLO**: "
dev_silicon,price_advice,hotels_hotel_price_bands,MANAGED,"Hotel-level price bands

**Granularity**: price bands information per hotel per month

**Data contract**: 

**Data pipeline**: Databricks workflow staging_hotels_price_bands

**Data pipeline (Github)**: 

**SLO**: "
dev_silicon,price_advice,hotels_poi_mapping,MANAGED,"POIs to hotels mapping

**Granularity**: POI level

**Data contract**: 

**Data pipeline**: Databricks workflow staging_hotels_price_bands

**Data pipeline (Github)**: 

**SLO**: "
dev_silicon,price_advice,hotels_price_explainability,MANAGED,
dev_silicon,price_advice,hotels_price_explainability_translations,MANAGED,
dev_silicon,price_advice,hotels_raw_prices,MANAGED,"Indicative prices per hotel, market, market category, search and checkin date. aggregated to take the minimum price per day

**Granularity**: Hotel

**Data contract**: 

**Data pipeline**: Databricks workflow staging_hotels_price_bands

**Data pipeline (Github)**: 

**SLO**: "
dev_silicon,price_advice,llm_explainability_translations_light_complete,MANAGED,
dev_silicon,price_advice,llm_explainability_translations_light_full,MANAGED,
dev_silicon,price_advice,llm_explainability_translations_light_full2,MANAGED,
dev_silicon,price_advice,llm_explainability_translations_light_full2_test_sample,MANAGED,
dev_silicon,price_advice,llm_explainability_translations_light_test1,MANAGED,
dev_silicon,recommender_system,city_ranker_alexa_price_per_km,MANAGED,
dev_silicon,recommender_system,city_ranker_alexa_test,MANAGED,
dev_silicon,recommender_system,city_ranker_alexa_train,MANAGED,
dev_silicon,recommender_system,city_ranker_alexa_val,MANAGED,
dev_silicon,recommender_system,city_ranker_aristotle_country_prices_snapshot,MANAGED,
dev_silicon,recommender_system,city_ranker_aristotle_price_per_km,MANAGED,
dev_silicon,recommender_system,city_ranker_aristotle_prices_snapshot,MANAGED,
dev_silicon,recommender_system,city_ranker_aristotle_test,MANAGED,
dev_silicon,recommender_system,city_ranker_aristotle_test_cohorts,MANAGED,
dev_silicon,recommender_system,city_ranker_aristotle_test_raw,MANAGED,
dev_silicon,recommender_system,city_ranker_aristotle_train,MANAGED,
dev_silicon,recommender_system,city_ranker_aristotle_train_cohorts,MANAGED,
dev_silicon,recommender_system,city_ranker_aristotle_train_raw,MANAGED,
dev_silicon,recommender_system,city_ranker_aristotle_val,MANAGED,
dev_silicon,recommender_system,city_ranker_aristotle_val_cohorts,MANAGED,
dev_silicon,recommender_system,city_ranker_aristotle_val_raw,MANAGED,
dev_silicon,recommender_system,city_ranker_babbage_cohort_no_utid_test,MANAGED,
dev_silicon,recommender_system,city_ranker_babbage_cohort_no_utid_train,MANAGED,
dev_silicon,recommender_system,city_ranker_babbage_cohort_no_utid_val,MANAGED,
dev_silicon,recommender_system,city_ranker_babbage_cohort_test,MANAGED,
dev_silicon,recommender_system,city_ranker_babbage_cohort_train,MANAGED,
dev_silicon,recommender_system,city_ranker_babbage_cohort_val,MANAGED,
dev_silicon,recommender_system,city_ranker_babbage_no_utid_price_per_km,MANAGED,
dev_silicon,recommender_system,city_ranker_babbage_no_utid_test,MANAGED,
dev_silicon,recommender_system,city_ranker_babbage_no_utid_train,MANAGED,
dev_silicon,recommender_system,city_ranker_babbage_no_utid_val,MANAGED,
dev_silicon,recommender_system,city_ranker_babbage_price_per_km,MANAGED,
dev_silicon,recommender_system,city_ranker_babbage_test,MANAGED,
dev_silicon,recommender_system,city_ranker_babbage_train,MANAGED,
dev_silicon,recommender_system,city_ranker_babbage_val,MANAGED,
dev_silicon,recommender_system,city_ranker_curie_price_per_km,MANAGED,
dev_silicon,recommender_system,city_ranker_curie_test,MANAGED,
dev_silicon,recommender_system,city_ranker_curie_train,MANAGED,
dev_silicon,recommender_system,city_ranker_curie_val,MANAGED,
dev_silicon,recommender_system,city_ranker_nn_diana_country_prices_snapshot,MANAGED,
dev_silicon,recommender_system,city_ranker_nn_diana_price_per_km,MANAGED,
dev_silicon,recommender_system,city_ranker_nn_diana_prices_snapshot,MANAGED,
dev_silicon,recommender_system,city_ranker_nn_diana_test,MANAGED,
dev_silicon,recommender_system,city_ranker_nn_diana_test_cohorts,MANAGED,
dev_silicon,recommender_system,city_ranker_nn_diana_test_raw,MANAGED,
dev_silicon,recommender_system,city_ranker_nn_diana_train,MANAGED,
dev_silicon,recommender_system,city_ranker_nn_diana_train_cohorts,MANAGED,
dev_silicon,recommender_system,city_ranker_nn_diana_train_raw,MANAGED,
dev_silicon,recommender_system,city_ranker_nn_diana_val,MANAGED,
dev_silicon,recommender_system,city_ranker_nn_diana_val_cohorts,MANAGED,
dev_silicon,recommender_system,city_ranker_nn_diana_val_raw,MANAGED,
dev_silicon,recommender_system,city_ranker_raw_split_no_utid_test,MANAGED,
dev_silicon,recommender_system,city_ranker_raw_split_no_utid_train,MANAGED,
dev_silicon,recommender_system,city_ranker_raw_split_no_utid_val,MANAGED,
dev_silicon,recommender_system,city_ranker_raw_split_test,MANAGED,
dev_silicon,recommender_system,city_ranker_raw_split_train,MANAGED,
dev_silicon,recommender_system,city_ranker_raw_split_val,MANAGED,
dev_silicon,recommender_system,city_rec_iteration2_explore_prices,MANAGED,"Base price dataset for the destination recommender. Combines spot price predictions across 4 use cases (origin city/country x fixed/flexible date) into a unified per-OD per-departure-date price view.

**Granularity**: One row per origin_entity_id, destination_entity_id, departure_date, departure_type, dt combination

**Data contract**: 

**Data pipeline**: 

**Data pipeline (Github)**: 

**SLO**: "
dev_silicon,recommender_system,city_rec_iteration2_explore_prices_enriched,MANAGED,"Enriched price dataset with Haversine distance, distance buckets, temporal features and per-segment normalised price features (log-price residual, z-score, quintile) used by destination recommender models.

**Granularity**: One row per origin_entity_id, destination_entity_id, departure_date, departure_type, dt combination

**Data contract**: 

**Data pipeline**: 

**Data pipeline (Github)**: 

**SLO**: "
dev_silicon,recommender_system,city_rec_origin_dest_availability_statistics,MANAGED,"Table containing origin-destination route metadata and statistics used for reranker training and inference enrichment.

**Granularity**: One row per origin_entity_id and destination_entity_id pair

**Data contract**: 

**Data pipeline**: 

**Data pipeline (Github)**: 

**SLO**: "
dev_silicon,recommender_system,city_vibes,MANAGED,
dev_silicon,recommender_system,cosine_similarity_with_availability,MANAGED,
dev_silicon,recommender_system,dest_rec_all_cities,MANAGED,
dev_silicon,recommender_system,dest_rec_all_cities_no_utid,MANAGED,
dev_silicon,recommender_system,dest_rec_cities_and_airports,MANAGED,
dev_silicon,recommender_system,dest_rec_city_in_country_no_utid_popularity_data_with_availability,MANAGED,"Popular city-in-country destinations by origin for the no_utid variant, built from no_utid weekly flight searches. Decoupled from the champion shared table to enable A/B testing.

**Granularity**: One row per origin

**Data contract**: [Recommender System Domain - Silicon](https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/711383599/Recommender+System+Domain+-+Silicon)

**Data pipeline**: city_in_country_rec_no_utid_training_job

**Data pipeline (Github)**: [dest-rec-models](https://github.com/skyscanner/dest-rec-models)

**SLO**: Weekly at 11:00 am UTC on Tuesday"
dev_silicon,recommender_system,dest_rec_city_in_country_popularity_data_with_availability,MANAGED,"This is the popular city destinations in country destination by origin

**Granularity**: One row per origin

**Data contract**: [Recommender System Domain - Silicon](https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/711383599/Recommender+System+Domain+-+Silicon)

**Data pipeline**: 

**Data pipeline (Github)**: 

**SLO**: Weekly at 11:00 am UTC on Tuesday"
dev_silicon,recommender_system,dest_rec_city_rec_no_utid_popularity_data_with_availability,MANAGED,"City-level popularity data for the no_utid variant, built from no_utid weekly flight searches

**Granularity**: One row per origin

**Data contract**: [Recommender System Domain - Silicon](https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/711383599/Recommender+System+Domain+-+Silicon)

**Data pipeline**: 

**Data pipeline (Github)**: [dest-rec-models](https://github.com/skyscanner/dest-rec-models)

**SLO**: Weekly at 11:00 am UTC on Tuesday"
dev_silicon,recommender_system,dest_rec_country_no_utid_popularity_data_with_availability,MANAGED,"Country-level popularity data for the no-utid challenger model, built without cosine similarity

**Granularity**: One row per origin

**Data contract**: [Recommender System Domain - Silicon](https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/711383599/Recommender+System+Domain+-+Silicon)

**Data pipeline**: country_rec_challenger_no_utid_training_job

**Data pipeline (Github)**: [dest-rec-models](https://github.com/skyscanner/dest-rec-models)

**SLO**: Weekly at 11:00 am UTC on Tuesday"
dev_silicon,recommender_system,dest_rec_country_no_utid_similarity_data_with_availability,MANAGED,
dev_silicon,recommender_system,dest_rec_country_popularity_data_with_availability,MANAGED,"This is the country-level popularity data based on total flight searches

**Granularity**: One row per origin

**Data contract**: [Recommender System Domain - Silicon](https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/711383599/Recommender+System+Domain+-+Silicon)

**Data pipeline**: [country_rec_training_dag](https://skyscanner.astronomer.run/dc39jfvu/dags/country_rec_training_dag)

**Data pipeline (Github)**: [recommendations-dags/dags/country_rec_retraining_dag](https://github.com/skyscanner/recommendations-dags/blob/master/dags/country_rec_retraining_dag.py)

**SLO**: Weekly at 11:00 am UTC on Tuesday"
dev_silicon,recommender_system,dest_rec_country_similarity_data,MANAGED,"This is the country similarity data produced by the country level cosine similarity

**Granularity**: One row per origin

**Data contract**: [Recommender System Domain - Silicon](https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/711383599/Recommender+System+Domain+-+Silicon)

**Data pipeline**: [country_rec_training_dag](https://skyscanner.astronomer.run/dc39jfvu/dags/country_rec_training_dag)

**Data pipeline (Github)**: [recommendations-dags/dags/country_rec_retraining_dag](https://github.com/skyscanner/recommendations-dags/blob/master/dags/country_rec_retraining_dag.py)

**SLO**: Weekly at 11:00 am UTC on Tuesday"
dev_silicon,recommender_system,dest_rec_country_similarity_data_with_availability,MANAGED,"This is the country similarity data produced by the country level cosine similarity with added availability

**Granularity**: One row per origin

**Data contract**: [Recommender System Domain - Silicon](https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/711383599/Recommender+System+Domain+-+Silicon)

**Data pipeline**: [country_rec_training_dag](https://skyscanner.astronomer.run/dc39jfvu/dags/country_rec_training_dag)

**Data pipeline (Github)**: [recommendations-dags/dags/country_rec_retraining_dag](https://github.com/skyscanner/recommendations-dags/blob/master/dags/country_rec_retraining_dag.py)

**SLO**: Weekly at 11:00 am UTC on Tuesday"
dev_silicon,recommender_system,dest_rec_filtered_destinations,MANAGED,
dev_silicon,recommender_system,dest_rec_filtered_destinations_no_utid,MANAGED,
dev_silicon,recommender_system,dest_rec_filtered_origins,MANAGED,
dev_silicon,recommender_system,dest_rec_filtered_origins_no_utid,MANAGED,
dev_silicon,recommender_system,dest_rec_flight_search_daily,MANAGED,
dev_silicon,recommender_system,dest_rec_flight_search_daily_no_utid,MANAGED,
dev_silicon,recommender_system,dest_rec_flight_search_weekly,MANAGED,
dev_silicon,recommender_system,dest_rec_flight_search_weekly_unfiltered,MANAGED,"This is a weekly aggregation of user flight searches dataset containing origins, destinations and rating based on redirects

**Granularity**: One row per utid search by origin

**Data contract**: [Recommender System Domain - Silicon](https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/711383599/Recommender+System+Domain+-+Silicon)

**Data pipeline**: [dest_rec_flight_search_dag_v1](https://skyscanner.astronomer.run/dc39jfvu/dags/dest_rec_flight_search_dag_v1)

**Data pipeline (Github)**: [recommendations-dags/dags/dest_rec_flight_search_dag](https://github.com/skyscanner/recommendations-dags/blob/c96ea2147007247694ed99a7a26133776198ba07/dags/dest_rec_flight_search_dag.py)

**SLO**: Daily at 09:00 am UTC"
dev_silicon,recommender_system,dest_rec_flight_search_weekly_unfiltered_no_utid,MANAGED,
dev_silicon,recommender_system,dest_rec_no_utid_cosine_similarity_with_availability,MANAGED,
dev_silicon,recommender_system,dest_rec_popularity_with_availability,MANAGED,
dev_silicon,recommender_system,dest_rec_similarity_data,MANAGED,
dev_silicon,recommender_system,dest_rec_similarity_with_availability,MANAGED,
dev_silicon,recommender_system,dest_rec_tmp_bpo,MANAGED,
dev_silicon,recommender_system,dest_rec_tmp_bpo_no_utid,MANAGED,
dev_silicon,recommender_system,dest_rec_tmp_searches,MANAGED,
dev_silicon,recommender_system,dest_rec_tmp_searches_no_utid,MANAGED,
dev_silicon,recommender_system,experiment_harness_champion_cache,MANAGED,
dev_silicon,recommender_system,experiment_harness_eval_results,MANAGED,
dev_silicon,recommender_system,flight_search_popularity,MANAGED,
dev_silicon,recommender_system,historical_model_performance,MANAGED,
dev_silicon,recommender_system,historical_model_summary,MANAGED,
dev_silicon,recommender_system,origin_country_destination_routes_statistics,MANAGED,"Table containing origin-country to destination-city route metadata and statistics aggregated from city-level route statistics. Includes averaged direct/indirect flights, min durations, distances, and route features for destination recommender training and inference enrichment at country level.

**Granularity**: One row per origin_entity_id (country), destination_entity_id (city), and dt (date) combination

**Data contract**: 

**Data pipeline**: 

**Data pipeline (Github)**: 

**SLO**: "
dev_silicon,recommender_system,origin_destination_routes_statistics,MANAGED,"Table containing origin-destination route metadata and statistics including direct/indirect flights, distances, and route features used for destination recommender training and inference enrichment.

**Granularity**: One row per origin_entity_id, destination_entity_id, and dt (date) combination

**Data contract**: 

**Data pipeline**: 

**Data pipeline (Github)**: 

**SLO**: "
dev_silicon,recommender_system,origin_level_relevant_city_recommendations,MANAGED,
dev_silicon,recommender_system,origin_level_relevant_country_recommendations,MANAGED,
dev_silicon,recommender_system,overall_relevant_city_recommendations,MANAGED,
dev_silicon,recommender_system,py_flight_redirect_top_routes,MANAGED,"Table containing ranked flight redirect popularity by market, origin city and departure month. Used for destination recommender to surface popular destinations based on actual traveller redirect behaviour.

**Granularity**: One row per market, origin_city_id, destination_city_id, and departure_month combination

**Data contract**: 

**Data pipeline**: 

**Data pipeline (Github)**: 

**SLO**: "
dev_silicon,recommender_system,py_flight_redirect_top_routes_by_redirect_id,MANAGED,"Table containing ranked flight redirect popularity by market, origin city and departure month. Used for destination recommender to surface popular destinations based on actual traveller redirect behaviour.

**Granularity**: One row per market, origin_city_id, destination_city_id, and departure_month combination

**Data contract**: 

**Data pipeline**: 

**Data pipeline (Github)**: 

**SLO**: "
dev_silicon,recommender_system,ranker_origin_adm_regions_price_features,MANAGED,"Origin administrative-region price features. For each (origin admin region, destination, departure month), records the cheapest origin city's price plus normalised price features (log-price residual, quintile). Origin region uses canonical_geo FirstLevel/SecondLevelNationAdministrativeDivision mapping.

**Granularity**: One row per origin_entity_id (admin region), destination_entity_id, departure_date (month), departure_type (flexible), dt combination

**Data contract**: 

**Data pipeline**: 

**Data pipeline (Github)**: 

**SLO**: "
dev_silicon,recommender_system,ranker_origin_country_price_features,MANAGED,"Origin-country price features. For each (origin country, destination, departure month), records the cheapest origin city's price plus normalised price features (log-price residual, quintile). Origin country uses canonical_geo Nation/Territory mapping.

**Granularity**: One row per origin_entity_id (country), destination_entity_id, departure_date (month), departure_type (flexible), dt combination

**Data contract**: 

**Data pipeline**: 

**Data pipeline (Github)**: 

**SLO**: "
dev_silicon,recommender_system,reranker_base_test,MANAGED,
dev_silicon,recommender_system,reranker_base_train,MANAGED,
dev_silicon,recommender_system,reranker_base_val,MANAGED,
dev_silicon,recommender_system,reranker_full_features_selected,MANAGED,
dev_silicon,recommender_system,reranker_full_features_selected_no_utid,MANAGED,
dev_silicon,recommender_system,reranker_full_training_dataset,MANAGED,
dev_silicon,recommender_system,reranker_full_training_dataset_no_utid,MANAGED,
dev_silicon,recommender_system,themed_destinations,MANAGED,
dev_silicon,recommender_system,user_theme_scores,MANAGED,
dev_silicon,redirect_partner_prediction,redirect_partner_prediction_training_data,MANAGED,"Training data for redirect rate prediction model.

**Granularity**: One row per line item"
dev_silicon,sem_app_installs,daily_rpi_inference_input,MANAGED,
dev_silicon,sem_app_installs,daily_rpi_predictions,MANAGED,"Daily RPI predictions for paid app campaigns. Contains 1-year and 3-year estimated RPI per campaign per install date (1d lag)

"
dev_silicon,sem_app_installs,daily_rpi_predictions_observability,MANAGED,"Extended observability table for daily RPI predictions. Includes baseline BAR multipliers predictions for comparison.

"
dev_silicon,sem_app_installs,skybidder_v2_online_lookup,MANAGED,
dev_silicon,sem_app_installs,skybidder_v2_route_device,MANAGED,
dev_silicon,sem_app_installs,skybidder_v2_staging,MANAGED,
dev_silicon,sem_car,car_redirects_averaging,MANAGED,
dev_silicon,sem_car,car_redirects_mapping,MANAGED,
dev_silicon,sem_car,dev_pcb_campaign_signal_staging,MANAGED,"SEM Car Hire PCB campaign-level average revenue for inference scoring.

**Granularity**: One row per utm_campaign.

**Data contract**: data_contracts/sem_car/pcb_campaign_signal_staging.odcs.yaml

**Data pipeline**: sem_car_training

**Data pipeline (Github)**: 

**SLO**: Weekly on Monday at 05:00 UTC"
dev_silicon,sem_car,dev_pcb_campaign_signal_staging_quarantine,MANAGED,
dev_silicon,sem_car,dev_pcb_route_signal_staging,MANAGED,"SEM Car Hire PCB geo-level average revenue with geo fallback hierarchy (city → adm1 → country).

**Granularity**: One row per city_entity_id_device × user_market segment.

**Data contract**: data_contracts/sem_car/pcb_route_signal_staging.odcs.yaml

**Data pipeline**: sem_car_training

**Data pipeline (Github)**: 

**SLO**: Weekly on Monday at 05:00 UTC"
dev_silicon,sem_car,dev_pcb_route_signal_staging_quarantine,MANAGED,
dev_silicon,sem_car,dev_pcb_signal,MANAGED,"SEM Car Hire PCB published bidding signal. Daily per-redirect output consumed by OCI Uploader as carhire_ecpcv2 floodlight signal.

**Granularity**: One row per redirect_id × dt. Partition overwritten daily.

**Data contract**: data_contracts/sem_car/pcb_signal.odcs.yaml

**Data pipeline**: sem_car_inference

**Data pipeline (Github)**: 

**SLO**: Daily at 08:00 am UTC"
dev_silicon,sem_car,dev_pcb_signal_quarantine,MANAGED,
